date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:00:10	2057/2057	---MCZ	200	added ('OK')	application/xml	date:Tue,%2025%20Apr%202023%2003:00:11%20GMT	https://sifattechpoint.wordpress.com/osd.xml	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/osd.xml	(from https://sifattechpoint.wordpress.com/)
09:00:10	1110/1110	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Mar%202021%2013:40:27%20GMT	https://sifattechpoint.files.wordpress.com/2021/02/cropped-20201025_194000.jpg?w=32	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2021/02/cropped-20201025_19400076ca.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:10	8729/8729	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Mar%202021%2013:40:27%20GMT	https://sifattechpoint.files.wordpress.com/2021/02/cropped-20201025_194000.jpg?w=192	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2021/02/cropped-20201025_1940009939.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:10	8219/8219	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Mar%202021%2013:40:27%20GMT	https://sifattechpoint.files.wordpress.com/2021/02/cropped-20201025_194000.jpg?w=180	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2021/02/cropped-20201025_194000ad83.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:11	70887/70887	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Mar%202021%2013:46:46%20GMT	https://sifattechpoint.files.wordpress.com/2021/03/cropped-20210315_194510-1.jpg	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2021/03/cropped-20210315_194510-1.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:12	108773/108773	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:14%20GMT	https://sifattechpoint.wordpress.com/home/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/home/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:13	414714/414714	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Dec%202022%2005:50:22%20GMT	https://sifattechpoint.files.wordpress.com/2022/12/20221221_112101.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/12/20221221_1121012dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:17	85523/85523	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:15%20GMT	https://sifattechpoint.wordpress.com/about/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/about/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:17	50540/50540	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Feb%202022%2003:20:43%20GMT	https://sifattechpoint.files.wordpress.com/2022/02/download-png-2.png?w=823	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/02/download-png-23d5a.png	(from https://sifattechpoint.wordpress.com/)
09:00:18	1999611/1999611	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Mar%202021%2011:11:48%20GMT	https://sifattechpoint.files.wordpress.com/2021/03/e0a7a8e0a7a6e0a7a8e0a7a7e0a7a6e0a7a9e0a7a7e0a7ac_e0a7a7e0a7ade0a7a7e0a7a7e0a7a7e0a7af.jpg	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2021/03/e0a7a8e0a7a6e0a7a8e0a7a7e0a7a6e0a7a9e0a7a7e0a7ac_e0a7a7e0a7ade0a7a7e0a7a7e0a7a7e0a7af.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:22	160863/160863	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:20%20GMT	https://sifattechpoint.wordpress.com/category/free-plp/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/category/free-plp/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:29	50540/50540	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Apr%202022%2002:37:59%20GMT	https://sifattechpoint.files.wordpress.com/2022/04/download-png.png?w=823	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/04/download-png3d5a.png	(from https://sifattechpoint.wordpress.com/)
09:00:29	422885/422885	---M--	200	added ('OK')	image/jpeg	date:Fri,%2008%20Jul%202022%2012:10:21%20GMT	https://sifattechpoint.files.wordpress.com/2022/07/20220708_130934.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/07/20220708_1309342dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:33	67611/67611	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:31%20GMT	https://sifattechpoint.wordpress.com/category/free-font/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/category/free-font/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:33	459862/459862	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Jul%202022%2003:32:09%20GMT	https://sifattechpoint.files.wordpress.com/2022/07/20220707_002037.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/07/20220707_0020372dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:34	50540/50540	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Apr%202022%2002:37:59%20GMT	https://sifattechpoint.files.wordpress.com/2022/04/download-png.png	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/04/download-png.png	(from https://sifattechpoint.wordpress.com/)
09:00:34	67639/67639	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:35%20GMT	https://sifattechpoint.wordpress.com/category/premium-font/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/category/premium-font/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:36	93663/93663	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:34%20GMT	https://sifattechpoint.wordpress.com/contact/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/contact/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:36	67659/67659	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:37%20GMT	https://sifattechpoint.wordpress.com/category/premium-plp/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/category/premium-plp/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:36	67609/67609	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:37%20GMT	https://sifattechpoint.wordpress.com/category/videos/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/category/videos/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:36	448878/448878	---M--	200	added ('OK')	image/jpeg	date:Sun,%2003%20Jul%202022%2013:08:39%20GMT	https://sifattechpoint.files.wordpress.com/2022/07/20220703_184649.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/07/20220703_1846492dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:37	414150/414150	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jul%202022%2004:17:41%20GMT	https://sifattechpoint.files.wordpress.com/2022/07/20220701_080633.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/07/20220701_0806332dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:42	160620/160620	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:39%20GMT	https://sifattechpoint.wordpress.com/tag/free-plp/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/free-plp/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:42	67554/67554	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:41%20GMT	https://sifattechpoint.wordpress.com/category/png/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/category/png/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:42	438456/438456	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Apr%202022%2002:12:17%20GMT	https://sifattechpoint.files.wordpress.com/2022/04/20220426_074754.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/04/20220426_0747542dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:42	113202/113202	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:44%20GMT	https://sifattechpoint.wordpress.com/2022/12/21/happy-new-year-poster-2023-01/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/2022/12/21/happy-new-year-poster-2023-01/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:43	693329/693329	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Apr%202022%2002:31:37%20GMT	https://sifattechpoint.files.wordpress.com/2022/04/20220414_082030.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/04/20220414_0820302dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:44	68032/68032	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:45%20GMT	https://sifattechpoint.wordpress.com/category/thumbnail-background/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/category/thumbnail-background/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:44	84661/84661	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:46%20GMT	https://sifattechpoint.wordpress.com/tag/happy-new-year-2023/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/happy-new-year-2023/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:48	84801/84801	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:47%20GMT	https://sifattechpoint.wordpress.com/tag/happy-new-year-poster-design-2023/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/happy-new-year-poster-design-2023/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:48	91199/91199	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:49%20GMT	https://sifattechpoint.wordpress.com/tag/happy-new-year-poster/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/happy-new-year-poster/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:49	728622/728622	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Mar%202022%2013:51:53%20GMT	https://sifattechpoint.files.wordpress.com/2022/03/20220323_174250.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/03/20220323_1742502dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:00:49	84951/84951	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:51%20GMT	https://sifattechpoint.wordpress.com/tag/md-sifat-hossain/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/md-sifat-hossain/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:53	50540/50540	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Mar%202022%2014:05:37%20GMT	https://sifattechpoint.files.wordpress.com/2022/03/download-png.png?w=823	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/03/download-png3d5a.png	(from https://sifattechpoint.wordpress.com/)
09:00:53	160810/160810	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:52%20GMT	https://sifattechpoint.wordpress.com/tag/sifat-tech-point/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/sifat-tech-point/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:57	161152/161152	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:55%20GMT	https://sifattechpoint.wordpress.com/author/sifattechpoint/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/author/sifattechpoint/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:58	113042/113042	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:56%20GMT	https://sifattechpoint.wordpress.com/2022/07/08/eid-al-adha-poster-design-4/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/2022/07/08/eid-al-adha-poster-design-4/index.html	(from https://sifattechpoint.wordpress.com/)
09:00:59	160922/160922	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:00:57%20GMT	https://sifattechpoint.wordpress.com/tag/pixellab-poster-design/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/pixellab-poster-design/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:00	462788/462788	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Mar%202022%2014:50:51%20GMT	https://sifattechpoint.files.wordpress.com/2022/03/20220304_184901.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/03/20220304_1849012dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:01:00	657934/657934	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Feb%202022%2008:51:53%20GMT	https://sifattechpoint.files.wordpress.com/2022/02/20220224_201710.jpg?w=1024	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/02/20220224_2017102dff.jpg	(from https://sifattechpoint.wordpress.com/)
09:01:03	50540/50540	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Feb%202022%2008:59:14%20GMT	https://sifattechpoint.files.wordpress.com/2022/02/download-png-3.png?w=823	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2022/02/download-png-33d5a.png	(from https://sifattechpoint.wordpress.com/)
09:01:04	114471/114471	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:01:06%20GMT	https://sifattechpoint.wordpress.com/2022/07/07/eid-ul-azha-poster-design-3-2/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/2022/07/07/eid-ul-azha-poster-design-3-2/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:05	29417/29417	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Apr%202023%2003:01:05%20GMT	https://sifattechpoint.wordpress.com/tag/%e0%a6%ae%e0%a7%8b%e0%a6%ac%e0%a6%be%e0%a6%87%e0%a6%b2-%e0%a6%a6%e0%a6%bf%e0%a6%af%e0%a6%bc%e0%a7%87-%e0%a6%aa%e0%a7%8b%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a6%be%e0%a6%b0-%e0%a6%a1%e0%a6%bf%e0%a6%9c/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/%e0%a6%ae%e0%a7%8b%e0%a6%ac%e0%a6%be%e0%a6%87%e0%a6%b2-%e0%a6%a6%e0%a6%bf%e0%a6%af%e0%a6%bc%e0%a7%87-%e0%a6%aa%e0%a7%8b%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a6%be%e0%a6%b0-%e0%a6%a1%e0%a6%bf%e0%a6%9c/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:06	38075/38075	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Mar%202021%2013:46:46%20GMT	https://sifattechpoint.files.wordpress.com/2021/03/cropped-20210315_194510-1.jpg?w=825	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2021/03/cropped-20210315_194510-17556.jpg	(from https://sifattechpoint.wordpress.com/)
09:01:07	6548/6548	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261b11a4d-2196%22	http://widgets.wp.com/platform.js	C:/My%20Web%20Sites/mmm/widgets.wp.com/platform.js	(from https://sifattechpoint.wordpress.com/)
09:01:07	23298/23298	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Apr%202023%2003:01:08%20GMT	https://sifattechpoint.wordpress.com/tag/%e0%a6%88%e0%a6%a6-%e0%a6%aa%e0%a7%8b%e0%a6%b7%e0%a7%8d%e0%a6%9f%e0%a6%be%e0%a6%b0/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/%e0%a6%88%e0%a6%a6-%e0%a6%aa%e0%a7%8b%e0%a6%b7%e0%a7%8d%e0%a6%9f%e0%a6%be%e0%a6%b0/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:08	24043/24043	---MCZ	200	added ('OK')	application/javascript	etag:W/%226323111f-5deb%22	http://0.gravatar.com/js/gprofiles.js?ver=202317z	C:/My%20Web%20Sites/mmm/0.gravatar.com/js/gprofiles161f.js	(from https://sifattechpoint.wordpress.com/)
09:01:11	23461/23461	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Apr%202023%2003:01:09%20GMT	https://sifattechpoint.wordpress.com/tag/%e0%a6%88%e0%a6%a6-%e0%a6%ae%e0%a7%8b%e0%a6%ac%e0%a6%be%e0%a6%b0%e0%a6%95-%e0%a6%aa%e0%a7%8b%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a6%be%e0%a6%b0/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/%e0%a6%88%e0%a6%a6-%e0%a6%ae%e0%a7%8b%e0%a6%ac%e0%a6%be%e0%a6%b0%e0%a6%95-%e0%a6%aa%e0%a7%8b%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a6%be%e0%a6%b0/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:13	868/868	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261adb0b3-465%22	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240h	C:/My%20Web%20Sites/mmm/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohodc5c.js	(from https://sifattechpoint.wordpress.com/)
09:01:14	23482/23482	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Apr%202023%2003:01:16%20GMT	https://sifattechpoint.wordpress.com/tag/%e0%a6%88%e0%a6%a6%e0%a7%87%e0%a6%b0-%e0%a6%b6%e0%a7%81%e0%a6%ad%e0%a7%87%e0%a6%9a%e0%a7%8d%e0%a6%9b%e0%a6%be-%e0%a6%95%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%a1/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/%e0%a6%88%e0%a6%a6%e0%a7%87%e0%a6%b0-%e0%a6%b6%e0%a7%81%e0%a6%ad%e0%a7%87%e0%a6%9a%e0%a7%8d%e0%a6%9b%e0%a6%be-%e0%a6%95%e0%a6%be%e0%a6%b0%e0%a7%8d%e0%a6%a1/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:14	65627/65627	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Apr%202023%2003:01:16%20GMT	https://sifattechpoint.wordpress.com/GET	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/GET.1e.delayed	(from https://sifattechpoint.wordpress.com/)
09:01:18	86900/86900	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:01:17%20GMT	https://sifattechpoint.wordpress.com/tag/eid-mubarak-post/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/eid-mubarak-post/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:19	111329/111329	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:01:21%20GMT	https://sifattechpoint.wordpress.com/2022/07/03/eid-ul-azha-poster-design-2-2/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/2022/07/03/eid-ul-azha-poster-design-2-2/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:20	1832/1832	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Mar%202021%2013:40:27%20GMT	https://sifattechpoint.files.wordpress.com/2021/02/cropped-20201025_194000.jpg?w=50	C:/My%20Web%20Sites/mmm/sifattechpoint.files.wordpress.com/2021/02/cropped-20201025_194000ae05.jpg	(from https://sifattechpoint.wordpress.com/)
09:01:20	156068/156068	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:01:19%20GMT	https://sifattechpoint.wordpress.com/tag/free-plp-file/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/free-plp-file/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:21	23421/23421	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Apr%202023%2003:01:23%20GMT	https://sifattechpoint.wordpress.com/tag/%e0%a6%aa%e0%a7%87%e0%a6%be%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a6%be%e0%a6%b0-%e0%a5%a4-%e0%a6%88%e0%a6%a6-%e0%a6%ae%e0%a7%8b%e0%a6%ac%e0%a6%be%e0%a6%b0%e0%a6%95-%e0%a6%ac%e0%a7%8d%e0%a6%af%e0%a6%be/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/%e0%a6%aa%e0%a7%87%e0%a6%be%e0%a6%b8%e0%a7%8d%e0%a6%9f%e0%a6%be%e0%a6%b0-%e0%a5%a4-%e0%a6%88%e0%a6%a6-%e0%a6%ae%e0%a7%8b%e0%a6%ac%e0%a6%be%e0%a6%b0%e0%a6%95-%e0%a6%ac%e0%a7%8d%e0%a6%af%e0%a6%be/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:22	113709/113709	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:01:24%20GMT	https://sifattechpoint.wordpress.com/2022/07/01/eid-ul-azha-poster-design-1/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/2022/07/01/eid-ul-azha-poster-design-1/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:23	86375/86375	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:01:25%20GMT	https://sifattechpoint.wordpress.com/tag/eid-mubarak-2022/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/eid-mubarak-2022/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:23	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2025%20Apr%202023%2003:01:25%20GMT	https://sifattechpoint.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fsifattechpoint.wordpress.com%2F	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/wp-admin/customized2de.php	(from https://sifattechpoint.wordpress.com/)
09:01:23	94677/94677	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:01:25%20GMT	https://sifattechpoint.wordpress.com/tag/eid-mubarak-poster-design/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/eid-mubarak-poster-design/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:24	23321/23321	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2025%20Apr%202023%2003:01:23%20GMT	https://sifattechpoint.wordpress.com/tag/%e0%a6%88%e0%a6%a6%e0%a7%81%e0%a6%b2-%e0%a6%86%e0%a6%af%e0%a6%b9%e0%a6%be-2022/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/tag/%e0%a6%88%e0%a6%a6%e0%a7%81%e0%a6%b2-%e0%a6%86%e0%a6%af%e0%a6%b9%e0%a6%be-2022/index.html	(from https://sifattechpoint.wordpress.com/)
09:01:25	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2025%20Apr%202023%2003:01:26%20GMT	https://sifattechpoint.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fsifattechpoint.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fsifattechpoint.wordpress.com%252F&reauth=1	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/wp-loginec2a.php	(from https://sifattechpoint.wordpress.com/)
09:01:29	123942/123942	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Apr%202023%2003:01:27%20GMT	https://sifattechpoint.wordpress.com/2022/04/14/eid-mubarak-poster-design-2/	C:/My%20Web%20Sites/mmm/sifattechpoint.wordpress.com/2022/04/14/eid-mubarak-poster-design-2/index.html	(from https://sifattechpoint.wordpress.com/)
